FID;Naiset;Miehet;Ko_perus;Ko_yliop;Ko_ammat;Ko_al_kork;Ko_yl_kork;Tp_tyopy;Ra_pt_as;Ra_kt_as;Ra_muu_as;Pt_tyoll;Pt_tyott;Viipyma_arki;Viipyma_vkl;AC_laturit;DC_laturit;count_Acc_First;count_Business_First;count_Eat_First;count_Gov_First;count_Health_First;count_Leisure_First;count_Shop1_First;count_Shop2_First;count_Sport_First;count_Tourism_First;count_Trans_First;KAC_First;KDC_First;Kvl2_First;Hr_mtu_First;Kika2_First;Te_takk2_First;Pistokkeet
132;90;85;24;24;21;41;45;86;24;80;0;90;7;1401;704;0;2;1;12;9;8;3;2;0;42;0;3;19;108;13;56002;27249;37,99;1,81;2
133;105;97;48;16;48;43;28;70;8;122;0;102;12;1184;776;2;0;0;7;3;8;4;2;0;32;3;0;18;104;23;109400;24992;42,94;1,73;2
134;30;31;14;3;23;10;4;66;9;31;0;32;5;417;0;2;0;0;7;4;3;2;0;0;29;1;1;20;23;0;42767;24620;39,01;1,75;2
135;29;30;14;4;18;11;6;12;19;18;1;26;5;292;151;2;0;0;1;1;2;0;1;0;16;0;2;12;5;1;9676;23735;43,74;1,94;2
136;187;162;34;48;29;69;114;456;0;234;5;175;12;1960;1431;2;0;9;43;116;46;26;41;0;203;4;29;25;202;13;30100;32748;43,36;1,89;2
137;21;22;8;2;14;8;3;44;19;0;0;18;1;1287;716;2;0;0;4;2;1;0;0;1;12;0;0;22;32;15;12635;25067;46,05;2,32;2
138;45;43;32;4;30;12;4;27;13;66;2;34;6;515;287;1;1;7;16;14;9;9;4;0;44;0;5;14;14;0;;20295;52,43;1,54;2
139;59;49;25;8;36;18;13;54;12;68;1;55;6;1678;1011;1;1;1;10;10;13;12;1;0;34;2;0;28;2;1;5041;24588;43,65;1,68;2
140;5;6;2;0;4;2;0;61;5;1;0;6;0;1618;1609;2;0;0;8;1;3;1;1;0;24;0;0;18;9;4;32693;24634;41,37;2,08;2
141;48;56;20;5;28;18;8;15;36;13;0;53;5;138;0;2;0;1;0;0;1;1;0;0;11;0;0;5;16;1;10837;28257;37,54;2,21;2
142;10;9;8;1;9;3;1;22;10;2;2;8;1;518;275;2;0;2;6;0;0;0;0;1;9;0;0;4;6;0;3833;20691;55,79;1,75;2
143;0;1;0;0;0;0;0;1;0;0;0;0;0;375;424;2;0;1;0;1;0;0;0;0;0;1;2;2;2;0;3564;0;82;0;2
144;139;118;59;18;89;50;16;33;17;188;2;112;15;1259;914;2;0;0;7;11;8;6;4;0;42;0;2;11;82;9;;21383;47,1;1,45;2
145;53;51;28;4;36;17;6;41;42;31;0;48;6;495;310;2;0;0;1;4;5;4;0;0;12;3;0;11;24;9;10965;21971;43,94;1,66;2
146;57;54;21;6;35;24;12;30;34;19;1;64;6;904;646;2;0;0;4;3;4;0;0;0;24;1;1;12;25;4;18830;26073;39,06;2,34;2
147;81;81;22;9;29;33;32;24;42;53;1;86;4;1221;857;2;0;0;5;3;4;4;1;0;15;0;0;12;12;0;11097;35120;35,05;2,2;2
148;3;3;2;0;3;1;0;30;1;12;0;5;0;574;548;2;0;1;0;2;2;0;0;0;1;1;0;16;2;0;1059;27775;49,8;1,3;2
149;77;69;40;12;38;40;30;1006;3;99;3;83;10;5742;1328;2;0;2;38;26;4;6;7;0;91;4;0;23;65;7;32600;24379;42,71;1,85;2
150;41;35;23;2;33;12;4;23;14;39;3;20;5;1498;794;2;0;2;7;8;4;6;1;0;27;0;0;12;8;1;8927;17798;54,66;1,6;2
151;34;33;16;2;26;12;4;10;25;18;1;26;4;583;388;2;0;3;0;3;2;1;3;0;21;0;2;13;20;9;12703;21224;48,18;1,66;2
152;0;0;0;0;0;0;0;0;0;0;0;0;0;315;286;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;119;0;0;0;2
153;53;52;26;5;38;21;6;15;12;67;0;39;10;354;235;2;0;0;2;2;4;3;0;0;8;0;0;11;2;0;9513;19142;45,61;1,63;2
154;175;168;103;25;86;52;28;300;9;196;3;147;33;4978;3282;2;0;1;25;50;28;27;12;4;125;5;2;55;29;13;12000;21785;40,49;1,81;2
155;115;128;62;22;66;50;24;185;15;187;0;134;21;1704;1136;0;2;1;10;9;1;1;1;0;21;0;1;31;26;12;68000;23978;40,53;1,63;2
156;40;35;17;2;39;12;2;34;28;22;0;36;5;2300;1669;2;0;1;4;3;1;3;0;3;12;0;0;11;6;3;14440;21668;47,34;1,65;2
157;95;84;43;15;46;32;16;173;17;129;0;84;12;4048;2484;2;0;5;22;51;9;15;11;3;91;3;4;36;49;5;68336;23424;41,52;1,69;2
158;64;62;14;5;33;30;16;16;56;1;1;65;3;361;67;2;0;0;6;3;4;4;1;0;17;0;0;14;24;10;27865;29028;41,15;2,28;2
159;69;68;17;10;21;31;37;27;47;21;0;76;5;826;564;2;0;1;1;6;7;3;2;0;22;2;0;12;41;15;117400;33280;41,32;2,3;2
160;175;165;80;23;87;57;30;14;40;189;0;153;29;1304;734;2;0;0;3;18;2;4;1;0;20;1;0;14;25;4;11500;23542;42,57;1,85;2
161;38;35;28;5;24;13;4;41;6;76;3;28;6;587;480;2;0;12;17;30;10;8;10;0;44;1;8;12;14;1;;20295;54,33;1,47;2
162;49;50;15;5;23;17;12;25;33;12;0;49;6;1103;546;1;1;0;4;2;4;1;1;0;19;0;2;18;27;9;30481;26672;38,46;2,29;2
163;15;15;6;1;15;5;1;4;11;6;1;12;4;1231;859;2;0;0;0;1;0;0;0;0;4;0;0;6;8;0;12703;21133;45,81;1,87;2
164;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;7;4;0;;0;0;0;2
165;38;30;23;2;23;7;2;32;18;24;3;23;3;593;437;2;0;0;4;3;3;3;0;1;21;0;0;10;8;3;6908;18660;51,94;1,67;2
166;32;33;18;2;29;8;2;4;17;39;1;21;6;1227;689;2;0;2;2;3;3;2;1;0;12;0;0;8;16;0;3027;17896;48,43;1,7;2
167;36;30;18;3;23;10;4;16;6;37;0;28;3;196;0;2;0;0;0;2;3;0;1;0;8;0;3;7;14;1;4236;20503;43,4;1,74;2
168;32;24;20;1;23;9;2;30;14;37;1;16;2;1177;891;2;0;1;10;7;7;1;3;0;20;1;1;6;3;1;5612;16801;58,93;1,41;2
169;22;23;10;2;18;7;2;11;13;13;0;17;4;1486;1036;2;0;1;1;1;2;1;0;0;4;0;0;12;6;0;6239;19889;43,21;1,93;2
170;56;47;31;6;31;19;7;116;11;61;1;42;6;3020;1849;0;2;1;25;32;12;16;5;2;78;0;4;28;15;9;24886;21801;49,22;1,65;2
171;122;102;50;14;71;46;17;99;15;144;1;93;12;1751;1180;2;0;1;22;40;10;21;14;2;129;0;5;25;54;9;;21614;47,3;1,57;2
172;38;31;12;5;18;20;13;17;40;4;0;42;3;1230;868;2;0;0;3;3;7;4;0;0;14;0;1;12;3;0;38371;27574;41,18;2,17;2
173;27;30;17;2;20;6;2;17;19;16;1;23;4;428;323;0;2;0;3;0;2;0;0;0;14;0;0;8;8;1;6908;18978;45,77;1,77;2
174;172;156;68;22;77;65;42;30;34;150;4;137;21;1389;1112;2;0;1;0;4;12;3;0;0;33;1;1;22;29;4;11600;23645;45,99;1,82;2
175;113;97;47;11;67;42;16;73;20;124;4;85;12;1423;976;2;0;1;10;14;8;16;6;0;88;0;3;21;48;9;;22658;48,74;1,57;2
176;181;195;142;19;94;39;17;80;6;222;1;130;33;2732;1804;2;0;2;10;29;13;7;3;0;81;1;0;37;24;4;15113;18816;40,15;1,82;2
177;207;211;111;49;124;58;25;44;1;330;0;250;39;561;335;0;2;0;2;5;1;1;0;0;11;0;1;21;4;3;65523;22619;29,79;1,48;2
178;57;56;17;8;17;21;27;146;31;34;1;58;4;2257;1895;2;0;2;11;14;6;4;2;0;42;1;0;27;68;6;66970;32572;37,24;2,21;2
179;49;45;23;5;30;16;7;33;23;36;0;42;5;1964;1386;2;0;0;6;8;7;0;1;0;38;2;1;17;31;3;22167;24623;43,61;1,84;2
180;180;187;91;40;108;54;24;40;9;272;1;215;33;561;335;0;2;0;3;5;2;2;0;0;13;0;1;25;4;3;65523;23386;30,66;1,51;2
181;177;160;70;22;77;65;43;29;37;148;3;138;22;1389;1112;2;0;1;0;5;12;3;0;0;35;1;1;22;29;4;11600;24043;44,99;1,88;2
182;17;20;11;4;14;8;2;88;2;25;0;22;3;1547;572;2;0;0;4;6;2;1;0;0;12;0;0;22;77;9;65523;23794;45,7;1,66;2
183;136;123;38;21;42;52;55;40;24;126;0;115;12;773;646;2;0;1;6;6;4;1;1;0;22;0;2;13;36;19;13900;27763;40,5;1,95;2
184;15;15;7;3;11;4;1;112;1;20;0;10;1;2982;1010;2;0;4;19;21;1;0;6;1;23;1;0;31;238;66;98171;20566;32,74;1,5;2
185;55;50;25;6;34;18;8;32;22;46;0;46;6;1964;1386;2;0;0;6;9;7;0;1;0;44;3;1;17;31;3;22167;24398;43,82;1,79;2
186;38;35;23;2;28;12;2;25;32;26;2;24;4;376;185;1;1;1;11;4;7;6;0;0;29;1;0;8;8;1;7234;18824;53,33;1,51;2
187;30;23;18;2;22;7;1;32;9;31;4;14;4;807;473;1;1;1;7;4;5;6;1;0;30;0;1;9;3;0;4528;18688;55,96;1,43;2
188;224;191;94;29;142;91;28;191;4;326;5;139;28;2915;1769;2;0;6;34;77;13;30;33;2;165;1;9;20;38;6;11826;19972;52,54;1,4;2
190;4;4;2;1;3;2;0;3;5;0;0;5;0;246;208;1;1;0;1;1;0;0;0;0;2;0;0;10;1;0;3222;21839;49,44;2,3;2
191;8;8;3;1;5;4;2;3;7;0;0;9;0;145;0;1;1;0;1;2;1;1;0;0;9;0;0;7;2;0;7660;28151;36,68;2,57;2
192;81;58;42;5;57;24;7;81;20;88;4;41;8;824;548;1;1;2;15;19;10;7;2;0;59;0;2;19;7;3;;18734;56,08;1,41;2
193;0;0;0;0;0;0;0;1;0;0;0;0;0;384;0;1;1;2;0;2;0;0;4;0;1;1;0;8;6;0;8718;0;0;0;2
194;135;120;40;18;54;48;44;31;37;101;0;116;13;1887;1374;2;0;0;4;13;11;1;2;0;29;2;1;18;20;2;14400;25946;41,24;1,94;2
195;5;6;4;0;6;1;0;3;7;0;1;4;1;563;442;1;1;0;0;0;1;1;0;0;2;0;0;3;1;0;2262;18546;50,28;1,8;2
197;533;477;119;145;120;221;294;603;4;715;12;578;51;6195;5062;1;1;37;94;310;73;57;99;0;686;8;28;45;463;21;57500;28985;40,95;1,6;2
198;33;31;12;2;32;11;3;22;24;14;0;30;4;2300;1669;1;1;1;5;3;3;2;0;3;18;0;0;11;6;2;10249;21641;45;1,79;2
199;28;26;15;2;20;8;1;27;24;13;2;15;3;172;150;1;1;1;10;1;10;9;1;1;22;0;0;8;8;1;7234;18234;54,38;1,52;2
200;113;97;47;11;67;42;16;73;20;124;4;85;12;1423;976;2;0;1;10;13;8;14;5;0;80;0;3;19;48;9;;22658;48,74;1,57;2
201;24;24;6;2;20;12;2;15;29;0;0;26;4;1223;1019;1;1;0;1;3;0;0;0;0;1;0;0;10;1;6;7067;26120;40,39;2,19;2
202;3;4;0;0;3;2;1;7;2;3;0;4;0;1471;1231;1;1;0;1;2;1;1;0;0;1;0;0;8;3;0;8381;22937;42,6;3;2
203;71;60;28;9;39;20;14;62;14;79;1;61;7;1678;1011;1;1;1;10;10;17;11;1;0;34;2;0;30;2;1;5041;24588;43,57;1,66;2
204;7;7;5;0;5;1;0;4;3;7;0;5;1;112;112;1;1;0;0;3;0;0;2;0;3;1;0;8;1;1;7837;17013;45,34;1,8;2
205;3;4;1;1;2;1;0;28;3;0;0;2;0;660;458;1;1;0;3;1;0;0;0;0;7;0;0;8;3;0;19325;26282;40,73;0;2
206;7;10;5;1;9;2;1;25;9;2;0;7;2;404;0;1;1;0;2;2;0;2;0;0;5;0;1;7;1;0;6848;21963;49,04;1,56;2
207;7;7;3;1;6;2;1;5;7;0;1;4;0;835;619;1;1;0;4;2;1;2;0;0;3;0;1;7;1;0;1788;20706;49,91;2,31;2
208;153;144;53;20;68;56;38;144;19;133;0;169;18;3206;2113;1;1;7;10;15;10;10;4;2;74;1;0;29;157;22;98171;27528;35,47;2,15;2
209;36;33;20;3;34;11;2;52;15;39;8;22;5;0;0;1;1;2;18;19;5;11;4;1;72;1;1;20;7;4;1503;17136;54,61;1,46;2
210;518;489;156;162;180;227;222;1214;0;797;2;621;80;11373;7677;2;0;11;71;203;48;33;92;0;315;8;12;61;152;25;51200;23804;39,43;1,38;2
211;192;206;148;21;102;44;18;77;5;244;1;140;35;2732;1804;2;0;2;10;28;13;7;3;0;81;1;0;35;24;4;15113;18816;40,74;1,78;2
212;11;11;6;2;5;5;4;62;10;0;0;15;1;2270;1069;2;0;0;4;8;0;3;1;0;10;1;0;22;82;14;84900;29540;37,32;2,52;2
213;161;161;66;27;67;73;56;461;1;206;1;165;23;2025;1500;2;0;2;30;23;6;5;8;0;78;8;1;13;62;10;28500;25992;41,72;1,77;2
214;8;9;4;1;6;3;2;90;7;1;1;9;1;3256;2018;2;0;0;5;3;1;1;1;1;22;0;0;20;41;7;44201;29047;39,24;2,33;2
215;39;37;12;3;26;17;6;172;36;4;0;38;2;941;315;2;0;3;2;2;0;0;0;0;15;0;0;16;60;3;13283;24897;45,97;2,01;2
216;1;1;0;0;0;0;0;11;0;0;0;0;0;653;622;1;1;0;2;1;0;0;0;1;1;0;0;4;1;0;15729;0;58,33;0;2
217;57;46;33;4;36;14;5;57;14;55;4;38;5;747;474;2;0;2;14;27;7;11;1;0;54;3;2;14;27;6;9583;20472;49,43;1,55;2
218;161;132;65;19;90;63;30;140;20;204;2;121;15;3782;2908;2;0;3;27;43;11;24;15;2;154;2;7;21;36;12;3810;22862;49,51;1,53;2
219;21;21;9;1;20;10;2;4;13;9;1;18;2;1517;1043;1;1;0;0;1;1;1;0;0;4;0;0;13;1;0;8243;22714;45,36;1,89;2
220;8;9;2;1;6;4;2;41;8;0;0;9;1;2377;1553;2;0;0;8;2;0;0;0;4;44;0;0;9;33;3;16132;24317;45,41;2,39;2
221;116;93;59;10;69;46;16;191;16;139;7;82;12;5565;4701;2;0;1;28;66;9;21;19;6;202;2;5;25;36;9;;22031;52,71;1,52;2
222;29;27;5;6;3;12;22;810;3;31;1;30;1;679;0;0;2;2;20;12;1;5;4;0;23;3;2;21;148;3;54340;32726;42,36;1,97;2
223;23;22;6;6;14;10;6;61;12;15;0;23;3;4738;3408;2;0;0;9;5;4;3;0;1;17;0;2;13;45;3;15064;20942;40,91;1,81;2
224;108;106;45;23;43;55;52;606;0;148;7;126;14;1908;893;2;0;2;18;23;14;5;7;0;72;6;0;28;61;7;41800;27925;41,51;1,6;2
225;31;21;24;1;23;5;1;26;19;29;6;10;2;636;403;2;0;2;5;2;7;6;2;2;20;2;3;7;2;0;2411;15780;63,3;1,32;2
226;26;23;16;2;25;10;3;32;14;32;1;20;5;2214;1240;2;0;1;3;1;6;0;1;0;10;0;0;14;14;4;26038;21316;51,2;1,55;2
227;28;24;12;4;22;15;5;62;12;23;0;31;4;2246;1453;2;0;0;0;0;0;3;0;0;1;0;0;11;2;0;4584;24706;40,46;1,84;2
228;39;36;12;4;20;16;8;70;32;1;0;43;3;3255;3428;1;1;0;8;6;0;0;0;4;30;0;0;18;9;8;66533;30190;37;2,59;2
229;29;26;16;2;20;6;2;37;4;26;1;23;2;917;842;2;0;0;4;4;5;7;0;3;11;0;1;12;5;7;26340;21096;43,55;1,79;2
230;39;36;11;2;25;13;5;30;28;6;0;35;5;1741;1073;1;1;0;3;3;0;0;0;1;10;0;0;21;17;5;32693;26470;38,74;2,28;2
231;20;18;18;1;15;7;1;32;14;27;3;14;2;1100;811;1;1;1;10;11;2;4;2;2;31;0;2;5;3;2;4088;18004;57,93;1,37;2
232;30;25;19;1;22;9;2;24;13;25;0;15;4;1587;1012;2;0;0;3;2;2;1;0;0;8;1;2;6;6;0;3042;17957;58,59;1,54;2
233;15;14;6;2;6;5;6;187;9;7;0;18;3;3758;3210;2;0;0;21;12;2;1;1;0;44;0;0;20;78;8;50200;32013;40,32;2,26;2
234;2;3;1;0;2;1;0;94;2;1;1;2;0;4734;519;2;0;0;12;12;1;1;4;1;68;1;0;9;34;9;11017;21102;50,04;1,89;2
235;11;9;12;0;8;3;0;11;15;1;1;4;0;736;529;2;0;0;2;3;5;4;1;0;5;0;1;4;2;0;1431;15317;64,95;1,36;2
236;45;31;16;4;31;23;6;23;2;76;0;26;3;0;0;2;0;3;10;4;6;5;1;0;33;0;1;10;3;4;9264;19281;58,3;1,43;2
237;0;0;0;0;0;0;0;147;0;0;0;0;0;2763;1214;2;0;0;2;0;0;0;0;0;3;0;0;8;2;0;5422;0;0;0;2
238;29;30;22;2;21;7;3;8;13;33;0;21;7;468;363;2;0;1;2;6;4;3;0;0;7;0;1;12;16;5;3382;18255;50,81;1,53;2
239;340;287;60;91;54;127;203;365;0;419;6;333;24;4892;2665;2;0;12;58;140;48;36;54;0;301;4;29;27;203;13;30100;31722;42,3;1,79;2
240;0;0;0;0;0;0;0;192;0;0;0;0;0;2389;772;2;0;0;2;3;0;1;0;0;7;0;0;17;182;5;84900;0;0;0;2
241;29;29;9;2;22;11;3;8;24;0;0;37;1;524;393;2;0;0;1;2;3;0;0;0;4;0;0;8;7;2;2768;28324;37,55;2,69;2
242;56;49;22;3;38;16;5;18;29;33;1;45;4;747;474;2;0;1;5;21;7;1;0;0;31;3;2;14;25;6;9583;24259;44,75;1,81;2
243;44;40;14;6;27;20;7;53;23;34;0;35;4;2042;1121;2;0;1;3;20;10;5;8;0;55;3;2;14;33;1;;23308;45,8;1,67;2
244;26;25;7;4;12;12;8;38;21;2;0;29;2;1907;1367;2;0;0;3;1;1;0;2;0;28;0;0;27;31;13;42524;30196;38,81;2,53;2
245;25;25;6;3;13;11;6;45;21;0;0;25;1;1701;1154;2;0;0;0;1;0;0;0;0;9;0;0;8;24;0;44201;29161;41,41;2,43;2
246;3;3;1;0;2;1;0;82;2;0;0;3;0;3921;4682;2;0;0;7;3;0;0;0;0;26;0;0;11;7;4;32693;25915;45,36;2,6;2
247;158;131;43;31;34;64;74;163;0;186;0;123;11;2200;1803;2;0;4;16;23;7;5;10;0;35;2;7;17;88;8;29000;25817;46,54;1,85;2
248;36;40;18;6;29;13;3;20;26;11;5;32;4;1407;706;2;0;0;1;4;2;3;0;0;14;1;0;23;12;11;29163;23228;44,72;1,88;2
249;21;18;8;1;14;5;1;18;21;0;2;16;2;1006;531;2;0;0;4;1;5;1;1;0;5;0;0;10;2;0;5842;22142;43,18;1,98;2
250;39;36;23;2;30;12;2;28;34;27;3;26;4;376;185;2;0;1;11;4;7;6;0;0;27;1;0;6;8;2;7234;18824;53,47;1,51;2
251;150;133;41;57;50;63;53;217;10;179;1;151;16;588;363;2;0;1;18;21;14;5;6;2;45;4;2;23;185;17;45000;22494;36,16;1,77;2
252;183;161;46;64;58;73;65;199;9;222;1;181;16;4340;2625;2;0;1;15;24;14;3;7;2;47;4;3;25;161;17;45000;22494;36,09;1,79;2
253;23;20;10;2;19;19;9;11;20;3;0;21;2;1086;722;1;1;0;3;1;0;2;1;0;11;0;1;15;9;8;13332;24379;47,6;2,19;2
254;26;27;13;2;24;12;3;9;28;0;0;31;2;1041;659;2;0;0;2;3;2;0;0;0;11;0;0;4;19;5;22974;25819;42,83;2,4;2
255;167;148;49;37;40;55;62;139;19;151;2;140;13;2213;1441;2;0;0;2;5;16;5;2;0;17;3;1;14;42;10;51500;23718;35,11;2,03;2
256;280;264;94;58;78;110;108;879;0;322;0;269;29;9283;5133;0;2;9;45;87;26;20;51;2;161;15;18;20;441;20;57500;27677;39,32;1,94;2
257;1;1;0;0;0;0;0;74;0;0;1;0;0;646;0;2;0;0;7;4;0;0;1;0;16;0;0;8;34;9;7845;0;41,14;0;2
258;3;3;1;0;2;1;1;25;3;0;0;3;0;736;503;2;0;0;2;0;0;0;1;1;6;0;0;9;12;1;23922;29876;44,97;0;2
259;35;27;19;1;26;9;3;27;22;33;1;19;2;1177;891;1;1;1;10;7;7;1;3;0;20;1;1;5;3;0;5612;16801;58,27;1,43;2
260;102;84;33;19;58;47;23;80;7;139;0;80;9;846;390;2;0;3;3;18;4;2;3;0;49;0;3;17;40;1;9513;19868;45,95;1,49;2
261;9;11;5;1;11;5;1;27;10;0;0;11;1;660;458;2;0;0;3;1;0;0;0;0;7;0;0;10;3;1;19325;23428;49,64;2,1;2
262;4;5;4;0;3;2;0;3;4;0;1;5;0;655;507;2;0;1;1;1;1;0;0;0;2;0;0;8;2;0;1606;28613;49,44;0;2
263;411;360;106;118;127;178;192;673;0;698;6;467;46;12237;9307;0;2;16;48;183;35;38;66;1;295;9;27;57;226;16;51200;26182;41,7;1,41;2
264;127;116;34;20;39;51;53;34;23;118;0;110;11;773;646;2;0;1;5;4;4;1;0;0;18;0;1;13;43;19;13900;27763;40,25;1,93;2
265;97;79;33;13;46;41;21;103;28;92;0;66;7;2203;1460;2;0;1;6;19;11;10;4;1;41;2;3;23;53;4;;21446;48,83;1,6;2
266;21;17;10;3;14;12;5;4;23;0;0;23;1;132;0;2;0;0;0;0;3;0;0;0;9;0;0;6;11;0;6938;26262;47,17;2,03;2
267;124;107;46;29;49;49;57;117;13;136;1;136;17;467;114;0;2;0;9;22;8;4;2;0;63;1;0;33;48;7;34600;22154;39,4;1,77;2
268;1;1;0;0;1;0;0;99;1;0;0;1;0;4734;519;1;1;0;16;11;1;1;2;1;67;1;0;13;21;8;11017;23359;43,7;2,5;2
269;232;223;112;55;135;67;28;46;1;354;0;270;40;445;302;1;1;0;4;6;2;2;0;0;11;0;1;37;4;4;65523;22619;30,08;1,51;2
270;25;24;7;2;14;13;5;19;17;2;1;24;1;2612;1689;2;0;0;2;1;1;0;0;4;17;0;1;13;13;3;16132;26323;40,02;2,12;2
271;563;499;158;171;176;240;253;723;0;903;5;636;70;11191;7257;2;0;16;68;229;45;43;80;1;380;9;27;60;225;19;51200;25526;41,18;1,38;2
272;190;168;66;39;70;84;72;934;1;223;1;170;16;5640;4172;2;0;3;33;76;35;17;17;2;92;6;5;46;198;10;38100;25394;40,53;1,74;2
273;115;98;58;12;76;43;14;184;10;158;7;86;15;3020;1942;2;0;1;30;64;12;25;17;6;205;0;6;28;54;9;;20969;49,29;1,46;2
274;392;337;150;51;150;137;105;98;10;407;0;305;49;2383;2028;2;0;0;10;35;16;10;1;1;84;1;4;33;31;4;11600;25434;43,4;1,89;2
275;74;60;38;5;59;25;7;61;12;97;3;44;9;1351;861;2;0;4;19;31;7;10;10;2;94;2;4;18;28;8;;19891;56,02;1,38;2
276;97;78;31;19;48;44;24;181;10;131;3;74;8;1365;608;2;0;4;16;50;16;20;14;2;102;2;4;15;49;3;;21232;48,7;1,5;2
277;9;8;6;1;7;4;1;3;11;1;1;8;2;723;594;0;2;1;2;2;2;1;0;0;8;0;0;9;0;0;5932;19880;51,72;1,61;2
278;46;44;23;3;39;15;7;26;22;43;4;37;6;524;308;2;0;2;5;6;6;7;4;0;17;0;1;20;7;0;5566;21684;46,88;1,66;2
279;1;2;0;0;0;0;0;7;0;0;0;0;0;562;478;2;0;0;0;2;4;0;0;0;1;0;1;2;2;0;7792;0;39,08;0;2
280;3;3;0;0;0;0;0;2;2;0;0;0;0;424;353;2;0;0;0;0;1;0;0;0;0;0;0;6;2;0;618;0;39,39;0;2
281;323;306;102;58;88;136;131;564;0;354;0;332;29;2476;2046;2;0;5;24;59;13;16;22;2;81;7;6;8;414;14;57500;29136;37,08;1,9;2
282;251;231;132;37;117;71;44;100;10;286;0;181;36;6741;4807;2;0;0;5;24;11;5;1;1;45;3;1;34;61;9;58600;21130;44,6;1,79;2
283;367;299;69;97;78;148;192;523;1;514;8;373;29;7888;5712;2;0;6;28;104;37;36;38;0;197;14;16;52;159;12;38100;27998;40,28;1,62;2
284;591;563;186;201;206;259;248;1408;0;950;3;711;94;11373;7677;0;2;10;72;225;53;37;89;1;359;8;14;65;156;23;51200;23757;39,58;1,34;2
285;58;54;24;3;39;17;6;13;36;32;1;50;5;926;579;2;0;0;0;7;7;0;1;0;13;3;1;8;27;6;9583;23432;44,02;1,84;2
286;34;31;7;6;9;15;22;492;14;23;1;30;2;907;90;2;0;0;12;11;9;7;2;0;35;0;0;20;149;5;34921;30355;42,58;2,02;2
287;10;8;1;2;2;5;5;437;3;5;1;9;1;907;90;2;0;0;10;14;9;6;3;0;29;0;1;18;143;5;34921;30355;38,59;2,2;2
288;32;31;12;4;13;14;6;75;29;7;1;28;3;877;91;2;0;1;15;5;3;1;1;0;58;1;1;33;34;6;58221;28070;41,17;2,21;2
289;0;0;0;0;0;0;0;150;1;0;0;0;0;3053;438;2;0;0;5;3;1;1;0;0;11;0;0;26;11;0;84900;0;51;0;2
290;215;192;60;70;77;87;74;210;4;294;1;218;24;4340;2625;0;2;3;17;26;11;1;15;2;63;5;7;24;170;23;45000;23884;37,31;1,67;2
291;201;177;70;41;74;89;77;988;1;236;1;180;17;5640;4172;2;0;3;34;74;36;16;17;2;90;6;5;47;198;10;38800;25394;40,51;1,74;2
292;170;152;62;39;54;54;48;205;15;170;2;127;19;1416;947;2;0;0;7;13;17;4;1;0;25;3;0;38;39;17;54900;22544;35,73;1,98;2
293;610;558;182;197;203;262;263;776;0;1031;13;711;85;11191;7257;2;0;17;72;273;54;46;101;1;436;9;25;71;198;19;51200;25365;40,24;1,37;2
294;56;50;26;6;33;18;7;18;22;37;2;45;7;199;202;2;0;0;6;7;5;4;1;0;14;0;0;12;6;0;6515;22153;44,07;1,85;2
295;63;51;28;3;50;22;6;18;26;59;1;41;8;1324;623;2;0;1;15;18;3;8;5;2;69;0;2;15;18;0;;20240;54,58;1,47;2
296;48;91;33;46;4;32;25;473;1;77;10;51;1;2565;1296;2;0;4;6;17;9;6;5;0;27;2;1;27;145;5;28023;12330;28,28;1,6;2
297;374;348;122;116;120;157;162;508;0;668;18;423;51;3671;2213;2;0;8;41;164;23;23;59;1;211;5;24;34;214;22;51200;25391;40,82;1,4;2
298;31;30;10;1;24;12;4;21;25;14;0;29;4;1771;1875;2;0;0;5;2;3;1;2;0;15;1;0;5;34;5;;24791;43,44;2;2
299;82;70;24;19;30;37;33;96;14;85;1;52;5;2111;974;2;0;0;4;13;1;1;0;0;28;0;0;12;173;17;52000;24082;37,1;1,85;2
300;464;388;73;113;71;183;307;309;0;568;10;442;30;10383;7153;2;0;15;41;130;43;53;49;0;290;8;28;38;410;19;35800;31821;44,16;1,73;2
301;180;144;31;48;35;77;114;807;1;289;0;191;14;3811;2040;2;0;3;8;40;30;22;23;0;67;6;9;28;122;10;34700;29628;42,16;1,63;2
302;172;166;83;27;65;50;36;23;8;203;0;149;19;2824;2258;2;0;0;2;5;4;1;0;0;20;1;0;17;37;5;56002;24871;32,63;1,93;2
303;303;228;70;67;74;116;131;241;6;335;4;282;29;3634;2227;2;0;4;12;25;13;19;8;0;82;3;2;19;131;10;34300;26918;42,78;1,67;2
304;5;6;6;1;10;4;1;1;9;0;0;12;5;132;0;2;0;0;1;1;0;0;0;0;1;0;0;5;5;0;6938;19891;47,48;1,6;2
305;115;105;19;22;20;48;69;40;13;122;0;114;7;1605;1177;2;0;2;3;6;4;4;3;0;18;0;0;9;67;4;69300;30444;39,96;1,9;2
306;229;188;46;47;55;100;113;111;6;297;5;234;18;2646;1857;2;0;3;10;18;19;7;4;0;46;0;2;43;144;7;53000;27925;40,04;1,57;2
307;17;22;8;3;16;8;3;43;14;14;1;19;3;1968;692;0;2;0;5;4;6;2;0;0;9;1;1;17;3;0;16017;20528;43,28;1,86;2
